Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Variant SKU,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Inventory Qty,Variant Inventory Policy,Image Src,Image Alt Text,SEO Title,SEO Description,Cost per item
cosrx-low-ph-good-night-soft-peeling-gel-120ml,COSRX Low pH Good Night Soft Peeling Gel (120ml),"<p><strong>The Skin Boutique Curates: COSRX Low pH Good Night Soft Peeling Gel (120ml)</strong></p>
<p>A gentle peeling gel with a low pH formula that will sweep away impurities and strengthen the skin barrier all in one product.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",COSRX,Exfoliator,"kbeauty, COSRX, Exfoliator",TRUE,KY-10751,661.28,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Product_Images_68_26b79176-da25-4854-9dff-7c60228b2e6f.png?v=1769053367,COSRX - COSRX Low pH Good Night Soft Peeling Gel (120ml),COSRX Low pH Good Night Soft Peeling Gel (120ml) | The Skin Boutique,The Skin Boutique Curates: COSRX Low pH Good Night Soft Peeling Gel (120ml) A gentle peeling gel with a low pH formula that will sweep away impurities and strengthen the skin barrier all in one product. Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty ,343.20
cosrx-advanced-snail-mucin-gel-cleanser-150ml,COSRX Advanced Snail Mucin Gel Cleanser (150ml),"<p><strong>The Skin Boutique Curates: COSRX Advanced Snail Mucin Gel Cleanser (150ml)</strong></p>
<p>Gel cleanser formulated with 10,000 ppm snail secretion filtrate to hydrate, protect, and rejuvenate fatigued skin.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",COSRX,Gel Cleanser,"kbeauty, COSRX, Gel Cleanser",TRUE,KY-10752,661.28,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/COSRX_Advanced_Snail_Mucin_Gel_Cleanser_150ml.png?v=1772994731,COSRX - COSRX Advanced Snail Mucin Gel Cleanser (150ml),COSRX Advanced Snail Mucin Gel Cleanser (150ml) | The Skin Boutique,"The Skin Boutique Curates: COSRX Advanced Snail Mucin Gel Cleanser (150ml) Gel cleanser formulated with 10,000 ppm snail secretion filtrate to hydrate, protect, and rejuvenate fatigued skin. Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Afr",343.20
its-skin-the-fresh-mask-sheet-1-pc,ITS SKIN The Fresh Mask Sheet (1 PC),"<p><strong>The Skin Boutique Curates: ITS SKIN The Fresh Mask Sheet (1 PC)</strong></p>
<p>One pack a day with nature's fresh ingredients!</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",ITS Skin,Sheet Masks,"kbeauty, ITS Skin, Sheet Masks",TRUE,KY-10753-0,82.66,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/ITS_SKIN_The_Fresh_Mask_Sheet__1_PC_-removebg-preview.png?v=1766248728,ITS Skin - ITS SKIN The Fresh Mask Sheet (1 PC),ITS SKIN The Fresh Mask Sheet (1 PC) | The Skin Boutique,The Skin Boutique Curates: ITS SKIN The Fresh Mask Sheet (1 PC) One pack a day with nature's fresh ingredients! Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.,42.90
its-skin-the-fresh-mask-sheet-1-pc,,,,,,,KY-10753-1,82.66,,TRUE,TRUE,100,deny,,,,,
its-skin-the-fresh-mask-sheet-1-pc,,,,,,,KY-10753-2,82.66,,TRUE,TRUE,100,deny,,,,,
its-skin-the-fresh-mask-sheet-1-pc,,,,,,,KY-10753-3,82.66,,TRUE,TRUE,100,deny,,,,,
its-skin-the-fresh-mask-sheet-1-pc,,,,,,,KY-10753-4,82.66,,TRUE,TRUE,100,deny,,,,,
its-skin-the-fresh-mask-sheet-1-pc,,,,,,,KY-10753-5,82.66,,TRUE,TRUE,100,deny,,,,,
its-skin-the-fresh-mask-sheet-1-pc,,,,,,,KY-10753-6,82.66,,TRUE,TRUE,100,deny,,,,,
its-skin-the-fresh-mask-sheet-1-pc,,,,,,,KY-10753-7,82.66,,TRUE,TRUE,100,deny,,,,,
its-skin-the-fresh-mask-sheet-1-pc,,,,,,,KY-10753-8,82.66,,TRUE,TRUE,100,deny,,,,,
its-skin-the-fresh-mask-sheet-1-pc,,,,,,,KY-10753-9,82.66,,TRUE,TRUE,100,deny,,,,,
its-skin-the-fresh-mask-sheet-1-pc,,,,,,,KY-10753-10,82.66,,TRUE,TRUE,100,deny,,,,,
its-skin-the-fresh-mask-sheet-1-pc,,,,,,,KY-10753-11,82.66,,TRUE,TRUE,100,deny,,,,,
axis-y-dark-spot-correcting-glow-serum-50ml,AXIS-Y Dark Spot Correcting Glow Serum (50ml),"<p><strong>The Skin Boutique Curates: AXIS-Y Dark Spot Correcting Glow Serum (50ml)</strong></p>
<p>A best-selling, fan-favourite glow serum formulated with 5% niacinamide.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",AXIS-Y,Serum,"kbeauty, AXIS-Y, Serum",TRUE,KY-10754,661.28,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/YAK0062S-Axis-Y-Dark_Spot_Correcting_Glow_Serum.png?v=1767456395,AXIS-Y - AXIS-Y Dark Spot Correcting Glow Serum (50ml),AXIS-Y Dark Spot Correcting Glow Serum (50ml) | The Skin Boutique,"The Skin Boutique Curates: AXIS-Y Dark Spot Correcting Glow Serum (50ml) A best-selling, fan-favourite glow serum formulated with 5% niacinamide. Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.",343.20
cosrx-advanced-snail-radiance-dual-essence-80ml,COSRX Advanced Snail Radiance Dual Essence (80ml),"<p><strong>The Skin Boutique Curates: COSRX Advanced Snail Radiance Dual Essence (80ml)</strong></p>
<p>A 2-in-1 dual formula essence containing Triple Snail Complexion that improves elasticity and radiance, and hydrates and plumps the skin.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",COSRX,Essence,"kbeauty, COSRX, Essence",TRUE,KY-10755,991.91,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/products/COSRX_AdvancedSnailRadianceDualEssence_800x_b9dfca10-7cf5-4819-a6ba-23efcef5e958.png?v=1673312465,COSRX - COSRX Advanced Snail Radiance Dual Essence (80ml),COSRX Advanced Snail Radiance Dual Essence (80ml) | The Skin Boutique,"The Skin Boutique Curates: COSRX Advanced Snail Radiance Dual Essence (80ml) A 2-in-1 dual formula essence containing Triple Snail Complexion that improves elasticity and radiance, and hydrates and plumps the skin. Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premi",514.80
cosrx-full-fit-propolis-light-ampoule-30ml,COSRX Full Fit Propolis Light Ampoule (30ml),"<p><strong>The Skin Boutique Curates: COSRX Full Fit Propolis Light Ampoule (30ml)</strong></p>
<p>A non-sticky ampoule formulated with 83.3% propolis extract that hydrates and rejuvenates skin to reveal a glowing complexion.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",COSRX,Ampoule,"kbeauty, COSRX, Ampoule",TRUE,KY-10756,1157.23,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/COSRX_Full_Fit_Propolis_Light_Ampoule_30ml.png?v=1772995321,COSRX - COSRX Full Fit Propolis Light Ampoule (30ml),COSRX Full Fit Propolis Light Ampoule (30ml) | The Skin Boutique,The Skin Boutique Curates: COSRX Full Fit Propolis Light Ampoule (30ml) A non-sticky ampoule formulated with 83.3% propolis extract that hydrates and rejuvenates skin to reveal a glowing complexion. Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in S,600.60
cosrx-full-fit-propolis-synergy-toner-150ml,COSRX Full Fit Propolis Synergy Toner (150ml),"<p><strong>The Skin Boutique Curates: COSRX Full Fit Propolis Synergy Toner (150ml)</strong></p>
<p>A moisturizing yet non-sticky toner formulated with propolis extract and honey extract to energize, firm and rejuvenate fatigued skin.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",COSRX,Toner,"kbeauty, COSRX, Toner",TRUE,KY-10757,909.25,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/COSRX_Full_Fit_Propolis_Synergy_Toner.png?v=1772995411,COSRX - COSRX Full Fit Propolis Synergy Toner (150ml),COSRX Full Fit Propolis Synergy Toner (150ml) | The Skin Boutique,"The Skin Boutique Curates: COSRX Full Fit Propolis Synergy Toner (150ml) A moisturizing yet non-sticky toner formulated with propolis extract and honey extract to energize, firm and rejuvenate fatigued skin. Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Be",471.90
cosrx-advanced-snail-hydrogel-eye-patch-30-pairs,COSRX Advanced Snail Hydrogel Eye Patch (30 Pairs),"<p><strong>The Skin Boutique Curates: COSRX Advanced Snail Hydrogel Eye Patch (30 Pairs)</strong></p>
<p>Hydrogel patches infused with snail secretion filtrate and niacinamide to visibly hydrate, plump, and brighten the under-eye area.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",COSRX,Eye Masks,"kbeauty, COSRX, Eye Masks",TRUE,KY-10758,991.91,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/COSRX_Advanced_Snail_Hydrogel_Eye_Patch_30_Pairs.png?v=1772994643,COSRX - COSRX Advanced Snail Hydrogel Eye Patch (30 Pairs),COSRX Advanced Snail Hydrogel Eye Patch (30 Pairs) | The Skin Boutique,"The Skin Boutique Curates: COSRX Advanced Snail Hydrogel Eye Patch (30 Pairs) Hydrogel patches infused with snail secretion filtrate and niacinamide to visibly hydrate, plump, and brighten the under-eye area. Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-B",514.80
beauty-of-joseon-apricot-blossom-peeling-gel-100ml,Beauty of Joseon Apricot Blossom Peeling Gel (100ml),"<p><strong>The Skin Boutique Curates: Beauty of Joseon Apricot Blossom Peeling Gel (100ml)</strong></p>
<p>A gentle, gommage type exfoliant that removes old dead skin cells and has oil control properties. Skin is left feeling smooth and moisturized but not irritated.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Beauty of Joseon,Peeling Gel,"kbeauty, Beauty of Joseon, Peeling Gel",TRUE,KY-10759,537.29,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Beauty_of_Joseon_Apricot_Blossom_Peeling_Gel_100ml.png?v=1772988991,Beauty of Joseon - Beauty of Joseon Apricot Blossom Peeling Gel (100ml),Beauty of Joseon Apricot Blossom Peeling Gel (100ml) | The Skin Boutique,"The Skin Boutique Curates: Beauty of Joseon Apricot Blossom Peeling Gel (100ml) A gentle, gommage type exfoliant that removes old dead skin cells and has oil control properties. Skin is left feeling smooth and moisturized but not irritated. Authentically sourced and independently curated by The Skin Boutique — your tru",278.85
rom-nd-glasting-water-gloss-4-5g,rom&nd Glasting Water Gloss (4.5g),"<p><strong>The Skin Boutique Curates: rom&nd Glasting Water Gloss (4.5g)</strong></p>
<p>A transparent and sparkly lip gloss that glimmers under the light!</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Romand,Lip Gloss,"kbeauty, Romand, Lip Gloss",TRUE,KY-10760-0,454.63,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/rom_nd_Glasting_Water_Gloss_4.5g.png?v=1766302664,Romand - rom&nd Glasting Water Gloss (4.5g),rom&nd Glasting Water Gloss (4.5g) | The Skin Boutique,The Skin Boutique Curates: rom&nd Glasting Water Gloss (4.5g) A transparent and sparkly lip gloss that glimmers under the light! Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.,235.95
rom-nd-glasting-water-gloss-4-5g,,,,,,,KY-10760-1,454.63,,TRUE,TRUE,100,deny,,,,,
beauty-of-joseon-light-on-serum-centella-vita-c-30ml,Beauty of Joseon Light On Serum Centella + Vita C (30ml),"<p><strong>The Skin Boutique Curates: Beauty of Joseon Light On Serum Centella + Vita C (30ml)</strong></p>
<p>A brightening and soothing serum featuring superstars like Centella Asiatica extract and Vitamin C as main ingredients.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Beauty of Joseon,Serum,"kbeauty, Beauty of Joseon, Serum",TRUE,KY-10761,826.59,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Beauty_of_Joseon_Light_On_Serum_Centella_Vita_C_30ml.png?v=1772989771,Beauty of Joseon - Beauty of Joseon Light On Serum Centella + Vita C (30ml),Beauty of Joseon Light On Serum Centella + Vita C (30ml) | The Skin Boutique,The Skin Boutique Curates: Beauty of Joseon Light On Serum Centella + Vita C (30ml) A brightening and soothing serum featuring superstars like Centella Asiatica extract and Vitamin C as main ingredients. Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty,429.00
beauty-of-joseon-calming-serum-30ml,Beauty of Joseon Calming Serum (30ml),"<p><strong>The Skin Boutique Curates: Beauty of Joseon Calming Serum (30ml)</strong></p>
<p>This lightweight Calming Serum works like a charm to soothe irritated skin and restore skin harmony.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Beauty of Joseon,Serum,"kbeauty, Beauty of Joseon, Serum",TRUE,KY-10762,702.61,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Beauty_of_Joseon_Calming_Serum__30ml_-removebg-preview.png?v=1766165759,Beauty of Joseon - Beauty of Joseon Calming Serum (30ml),Beauty of Joseon Calming Serum (30ml) | The Skin Boutique,The Skin Boutique Curates: Beauty of Joseon Calming Serum (30ml) This lightweight Calming Serum works like a charm to soothe irritated skin and restore skin harmony. Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.,364.65
cow-brand-bouncia-body-wash,COW BRAND Bouncia Body Wash,"<p><strong>The Skin Boutique Curates: COW BRAND Bouncia Body Wash</strong></p>
<p>A highly moisturizing body soap that protects moisture with the highest dense foam in Bouncia history.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Cow Brand,Body Wash,"kbeauty, Cow Brand, Body Wash",TRUE,KY-10763-0,537.29,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/COW_BRAND_Bouncia_Body_Wash-removebg-preview.png?v=1766171096,Cow Brand - COW BRAND Bouncia Body Wash,COW BRAND Bouncia Body Wash | The Skin Boutique,The Skin Boutique Curates: COW BRAND Bouncia Body Wash A highly moisturizing body soap that protects moisture with the highest dense foam in Bouncia history. Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.,278.85
cow-brand-bouncia-body-wash,,,,,,,KY-10763-1,537.29,,TRUE,TRUE,100,deny,,,,,
cow-brand-bouncia-body-wash,,,,,,,KY-10763-2,537.29,,TRUE,TRUE,100,deny,,,,,
cow-brand-bouncia-body-wash,,,,,,,KY-10763-3,537.29,,TRUE,TRUE,100,deny,,,,,
beauty-of-joseon-radiance-cleansing-balm-100ml,Beauty of Joseon Radiance Cleansing Balm (100ml),"<p><strong>The Skin Boutique Curates: Beauty of Joseon Radiance Cleansing Balm (100ml)</strong></p>
<p>An effective balm cleanser that melts away makeup, excess sebum, and other impurities without stripping the natural moisture and oil barrier.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Beauty of Joseon,Cleansing Balm,"kbeauty, Beauty of Joseon, Cleansing Balm",TRUE,KY-10764,743.94,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Product_Images_-_2026-01-22T222527.250.png?v=1769091986,Beauty of Joseon - Beauty of Joseon Radiance Cleansing Balm (100ml),Beauty of Joseon Radiance Cleansing Balm (100ml) | The Skin Boutique,"The Skin Boutique Curates: Beauty of Joseon Radiance Cleansing Balm (100ml) An effective balm cleanser that melts away makeup, excess sebum, and other impurities without stripping the natural moisture and oil barrier. Authentically sourced and independently curated by The Skin Boutique — your trusted destination for pr",386.10
beauty-of-joseon-revive-serum-ginseng-snail-mucin-30ml,Beauty of Joseon Revive Serum: Ginseng + Snail Mucin (30ml),"<p><strong>The Skin Boutique Curates: Beauty of Joseon Revive Serum: Ginseng + Snail Mucin (30ml)</strong></p>
<p>Newly rebranded, the Repair Serum from Beauty of Joseon is now called Revive Serum: Ginseng + Snail Mucin with new packaging. It still has the same great ingredients to bring nourishment to lackluster skin.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Beauty of Joseon,Serum,"kbeauty, Beauty of Joseon, Serum",TRUE,KY-10765,619.95,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Beauty_of_Joseon_Revive_Serum_Ginseng_Snail_Mucin_30ml.png?v=1772989375,Beauty of Joseon - Beauty of Joseon Revive Serum: Ginseng + Snail Mucin (30ml),Beauty of Joseon Revive Serum: Ginseng + Snail Mucin (30ml) | The Skin Boutique,"The Skin Boutique Curates: Beauty of Joseon Revive Serum: Ginseng + Snail Mucin (30ml) Newly rebranded, the Repair Serum from Beauty of Joseon is now called Revive Serum: Ginseng + Snail Mucin with new packaging. It still has the same great ingredients to bring nourishment to lackluster skin. Authentically sourced and ",321.75
beauty-of-joseon-green-plum-refreshing-cleanser-100ml,Beauty of Joseon Green Plum Refreshing Cleanser (100ml),"<p><strong>The Skin Boutique Curates: Beauty of Joseon Green Plum Refreshing Cleanser (100ml)</strong></p>
<p>A gentle gel facial cleanser with a slightly acidic formula that cleanses the skin without stripping the natural oil and moisture balance.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Beauty of Joseon,Water Cleanser,"kbeauty, Beauty of Joseon, Water Cleanser",TRUE,KY-10766,619.95,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Beauty_of_Joseon_Green_Plum_Refreshing_Cleanser_100ml.png?v=1772988725,Beauty of Joseon - Beauty of Joseon Green Plum Refreshing Cleanser (100ml),Beauty of Joseon Green Plum Refreshing Cleanser (100ml) | The Skin Boutique,The Skin Boutique Curates: Beauty of Joseon Green Plum Refreshing Cleanser (100ml) A gentle gel facial cleanser with a slightly acidic formula that cleanses the skin without stripping the natural oil and moisture balance. Authentically sourced and independently curated by The Skin Boutique — your trusted destination fo,321.75
cosrx-hyaluronic-acid-intensive-cream-100g,COSRX Hyaluronic Acid Intensive Cream (100g),"<p><strong>The Skin Boutique Curates: COSRX Hyaluronic Acid Intensive Cream (100g)</strong></p>
<p>An intensely hydrating cream, formulated with hippophae rhamnoides water and hyaluronic acid, to boost and retain moisture in the skin and prevent water loss.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",COSRX,Cream,"kbeauty, COSRX, Cream",TRUE,KY-10767,1033.24,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/COSRX_Hyaluronic_Acid_Intensive_Cream__100g_-removebg-preview.png?v=1766170438,COSRX - COSRX Hyaluronic Acid Intensive Cream (100g),COSRX Hyaluronic Acid Intensive Cream (100g) | The Skin Boutique,"The Skin Boutique Curates: COSRX Hyaluronic Acid Intensive Cream (100g) An intensely hydrating cream, formulated with hippophae rhamnoides water and hyaluronic acid, to boost and retain moisture in the skin and prevent water loss. Authentically sourced and independently curated by The Skin Boutique — your trusted desti",536.25
frudia-lip-balm-10ml,Frudia Lip Balm (10ml),"<p><strong>The Skin Boutique Curates: Frudia Lip Balm (10ml)</strong></p>
<p>A lip balm with honey like consistency, c reates a protective film, ideal for everyday use</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Frudia,Lip Balms,"kbeauty, Frudia, Lip Balms",TRUE,KY-10768-0,413.30,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Frudia_Lip_Balm__10ml_-removebg-preview.png?v=1766223206,Frudia - Frudia Lip Balm (10ml),Frudia Lip Balm (10ml) | The Skin Boutique,"The Skin Boutique Curates: Frudia Lip Balm (10ml) A lip balm with honey like consistency, c reates a protective film, ideal for everyday use Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.",214.50
frudia-lip-balm-10ml,,,,,,,KY-10768-1,413.30,,TRUE,TRUE,100,deny,,,,,
frudia-lip-balm-10ml,,,,,,,KY-10768-2,413.30,,TRUE,TRUE,100,deny,,,,,
beauty-of-joseon-ginseng-essence-water-150ml,Beauty of Joseon Ginseng Essence Water (150ml),"<p><strong>The Skin Boutique Curates: Beauty of Joseon Ginseng Essence Water (150ml)</strong></p>
<p>Dry, damaged skin will drink up the Beauty of Joseon Ginseng Essence Water! This refreshing hydrating essence helps to revitalize skin, regulate oil production and smooth texture.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Beauty of Joseon,Essence,"kbeauty, Beauty of Joseon, Essence",TRUE,KY-10769,743.94,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Beauty_of_Joseon_Ginseng_Essence_Water_150ml.png?v=1772988904,Beauty of Joseon - Beauty of Joseon Ginseng Essence Water (150ml),Beauty of Joseon Ginseng Essence Water (150ml) | The Skin Boutique,"The Skin Boutique Curates: Beauty of Joseon Ginseng Essence Water (150ml) Dry, damaged skin will drink up the Beauty of Joseon Ginseng Essence Water! This refreshing hydrating essence helps to revitalize skin, regulate oil production and smooth texture. Authentically sourced and independently curated by The Skin Boutiq",386.10
beauty-of-joseon-glow-serum-propolis-niacinamide-30ml,Beauty of Joseon Glow Serum: Propolis & Niacinamide (30ml),"<p><strong>The Skin Boutique Curates: Beauty of Joseon Glow Serum: Propolis & Niacinamide (30ml)</strong></p>
<p>A serum that skillfully manages sebum production while ensuring your skin remains hydrated</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Beauty of Joseon,Serum,"kbeauty, Beauty of Joseon, Serum",TRUE,KY-10770,661.28,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/BOJ_Glow_Serum.png?v=1774979172,Beauty of Joseon - Beauty of Joseon Glow Serum: Propolis & Niacinamide (30ml),Beauty of Joseon Glow Serum: Propolis & Niacinamide (30ml) | The Skin Boutique,The Skin Boutique Curates: Beauty of Joseon Glow Serum: Propolis & Niacinamide (30ml) A serum that skillfully manages sebum production while ensuring your skin remains hydrated Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.,343.20
beauty-of-joseon-revive-eye-serum-ginseng-retinal-30ml,Beauty of Joseon Revive Eye Serum: Ginseng + Retinal (30ml),"<p><strong>The Skin Boutique Curates: Beauty of Joseon Revive Eye Serum: Ginseng + Retinal (30ml)</strong></p>
<p>An eye serum that helps to improve wrinkles on the sensitive skin around the eyes by combining ginseng extract and retinal From the very beginning, we knew we wanted ginseng as the base ingredient for the eye serum because there are multiple studies showing that ginseng is effective in improving wrinkles due to containing abundant amounts of saponins. Ginseng is a well-known herbal ingredient with excellent efficacy. Vitamin A was, without a doubt, the number one ingredient we wanted to combine with ginseng. There are two types of vitamin A used as cosmetic ingredients, retinol and retinal. Our most important task was to achieve ingredient stability and reduce skin irritation at the same time.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Beauty of Joseon,Eye Serum,"kbeauty, Beauty of Joseon, Eye Serum",TRUE,KY-10771,661.28,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Beauty_of_Joseon_Revive_Eye_Serum_Ginseng___Retinal__30ml_-removebg-preview.png?v=1766165762,Beauty of Joseon - Beauty of Joseon Revive Eye Serum: Ginseng + Retinal (30ml),Beauty of Joseon Revive Eye Serum: Ginseng + Retinal (30ml) | The Skin Boutique,"The Skin Boutique Curates: Beauty of Joseon Revive Eye Serum: Ginseng + Retinal (30ml) An eye serum that helps to improve wrinkles on the sensitive skin around the eyes by combining ginseng extract and retinal From the very beginning, we knew we wanted ginseng as the base ingredient for the eye serum because there are ",343.20
beauty-of-joseon-glow-deep-serum-rice-arbutin-30ml,Beauty of Joseon Glow Deep Serum: Rice + Arbutin (30ml),"<p><strong>The Skin Boutique Curates: Beauty of Joseon Glow Deep Serum: Rice + Arbutin (30ml)</strong></p>
<p>A serum that works diligently to illuminate and boost the health of your skin.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Beauty of Joseon,Serum,"kbeauty, Beauty of Joseon, Serum",TRUE,KY-10772,702.61,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Beauty_of_Joseon_Glow_Deep_Serum_Rice_Arbutin_30ml.png?v=1772988792,Beauty of Joseon - Beauty of Joseon Glow Deep Serum: Rice + Arbutin (30ml),Beauty of Joseon Glow Deep Serum: Rice + Arbutin (30ml) | The Skin Boutique,The Skin Boutique Curates: Beauty of Joseon Glow Deep Serum: Rice + Arbutin (30ml) A serum that works diligently to illuminate and boost the health of your skin. Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.,364.65
beauty-of-joseon-ginseng-cleansing-oil-210ml,Beauty of Joseon Ginseng Cleansing Oil (210ml),"<p><strong>The Skin Boutique Curates: Beauty of Joseon Ginseng Cleansing Oil (210ml)</strong></p>
<p>A lightweight yet potent cleanser that effectively removing dirt, sebum, and makeup residue</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Beauty of Joseon,Oil Cleanser,"kbeauty, Beauty of Joseon, Oil Cleanser",TRUE,KY-10773,826.59,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Product_Images_45_54cafcf1-9662-474b-9094-a297505c1a68.png?v=1769049509,Beauty of Joseon - Beauty of Joseon Ginseng Cleansing Oil (210ml),Beauty of Joseon Ginseng Cleansing Oil (210ml) | The Skin Boutique,"The Skin Boutique Curates: Beauty of Joseon Ginseng Cleansing Oil (210ml) A lightweight yet potent cleanser that effectively removing dirt, sebum, and makeup residue Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.",429.00
