Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Image Src
mizon-mizon-peptide-500-30ml,"MIZON Peptide 500 (30ml)","A anti-aging ampoule for premature aging MIZON Peptide 500 is an advanced ampoule contains a 45% concentration of peptides to deliver visible firming, smoothing, and brightening benefits. Formulated with Matrixyl, it helps even out skin texture, deeply nourish, and minimize the appearance of wrinkles while preventing new ones from forming. Adding this into your skincare routine will visibly smoother, firmer, more radiant skin with every use Features Help to enhance the elasticity of the skin and protect the skin from harming free radicals Stimulates collagen production in the skin Improves skin texture Absorbs quickly Skin Concerns Anti-Aging Dryness Dullness Uneven Skin Skin Types Suitable for all skin types Sensitive Skin Made In KOREA 🇰🇷 How to use For daily use: apply 2-3 drops to skin pre-moisturized with toner, pat gently until fully absorbed. For deeper penetration and anti-wrinkle effect: apply 2-3 drops to skin pre-moisturized with toner, then apply a fabric mask. For perfect make-up: apply 2-3 drops to pre-moisturised skin with toner, then apply make-up. Key Ingredients Argireline : W orks to relax facial muscles, softening expression lines and reducing mimic wrinkles for a smoother look CG-ASP : Helps inhibit melanin production, promoting a brighter, more luminous complexion. Medi Tripeptide-1 : Provides antioxidant protection while supporting regeneration and nourishment, enhancing the performance of the entire formula Hyaluronic Acid : Gives the skin long lasting hydration Ingredient Highlights Sulfate-Free Paraben-Free Mineral-Oil Free Silicone-Free Alcohol-Free","MIZON","Serums","MIZON, Serums",TRUE,Title,Default Title,MIZON-9008018194668,450,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/mizon-peptide-500-ampoule-30ml-1000x1000.webp?v=1759878863
mizon-mizon-snail-repair-intensive-gold-eye-gel-patch-30-pairs,"MIZON Snail Repair Intensive Gold Eye Gel Patch (30 Pairs)","A regenerating eye patch that intensely tightens the skin MIZON Snail Repair Intensive Gold Eye Gel Patches are dipped in a nourishing essence that adhere perfectly to the skin to provide great skincare benefits. This MIZON bestseller contains 24K gold and peptides that fortifies, nourishes and moisturises the delicate skin around eyes. The formula helps diminish lines, wrinkles, sagging, dullness, dryness and dark circles around the eye area to instantly rejuvenate your look. Features Provides skin renewal &amp; light lifting Reduces dark circles around the eyes Smooths crow's feet, and provides a rejuvenating effect Skin Concerns Dullness Anti-Aging Pigmentation Skin Types Suitable for all skin types, sensitive skin Made In KOREA 🇰🇷 How to use Prep your skin with toner and lotion after cleansing. Use the enclosed spoon to gently lift and separate a delicate gel patch. Apply onto the under-eye area, and leave for 15-20 minutes. Discard patches after use, and gently pat remaining essence into skin. Key Ingredients Snail Mucin : Hydrating and repairing. 5 Collagen Peptides : N ourish and firms, is anti-aging, and helps with skin conditioning. Grapefruit Seed Extract, Bamboo Extract &amp; Mushroom Extract : Rich in antioxidants, vitamins and minerals, to help improve the skin's ability to retain moisture, soothe irritation and reduce redness. Niacinamide : Brightens and helps with dullness. Ingredient Highlights Sulfate-Free Paraben-Free Mineral-Oil Free Silicone-Free Alcohol-Free","MIZON","Eye Care","MIZON, Eye Care",TRUE,Title,Default Title,MIZON-9008017178860,532,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/MIZON_Snail_Repair_Intensive_Gold_Eye_Gel_Patch_30_Pairs.png?v=1771867661
mizon-mizon-all-in-one-snail-repair-cream-75g,"MIZON All in One Snail Repair Cream (75g)","A multifunctional face cream with snail mucin that visibly repairs, hydrates and evens out skin MIZON All In One Snail Repair Cream fades the fine lines and diminishes the appearance of blemishes. With 92% Snail Mucin, the cream enhances the moisture balance and the natural regeneration process of the skin. This cream contains a high percentage of heartleaf extract, known for its soothing and softening properties, ideal for sensitive or irritated skin. In addition, added ceramides provide a stronger skin barrier, preventing moisture loss and keeping skin hydrated for a long time. Features Promotes skin cell regeneration and diminishes appearance of acne scars and blemishes Hydrates and evens out the skin Prevents new fine lines and wrinkles Skin Concerns Blemishes Anti-Aging Irritation Uneven Skin Pigmentation Acne Skin Types Suitable for all skin types Recommended for combination/oily skin Made In KOREA 🇰🇷 How to use Apply an appropriate amount onto cleansed skin after a toner and a serum. Key Ingredients Snail Secretion Filtrate : P rovides intensive hydration and soothing. Centella Asiatica Extract : Soothing and healing. Madecassoside : Helps soothe and refine skin texture by improving skin barrier. Ingredient Highlights Sulfate-Free Paraben-Free Mineral-Oil Free Fragrance-Free","MIZON","Moisturizers","MIZON, Moisturizers",TRUE,Title,Default Title,MIZON-9008015835372,550,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/8809663751654-2.png?v=1759518005
mizon-mizon-collagen-100-30ml,"MIZON Collagen 100 (30ml)","A peptide-rich, collagen-boosting, hydrating formula MIZON Collagen 100 is a concentrated, anti-wrinkle, intensely hydrating ampoule, with marine collagen, hyaluronic acid, ceramides, peptides, adenosine and Centella Asiatica. It contains natural that help to deeply plump the skin, boosts the natural production of collagen and elastin and giving the skin a healthy and visibly rejuvenated appearance. Specially created to restore the skin's protective barrier, maintain optimal hydration levels and slow down premature aging. Features Improves skin elasticity shortly after use with high marine collagen concentration (90%) Light texture that facilitates absorption and can even be mixed with foundation Hydrating, and pore-smoothing effect with high spreadability Skin Concerns Dullness Dehydrated Fine Lines Pigmentation Anti-Aging Wrinkles Skin Types Suitable for all skin types, sensitive skin Made In KOREA 🇰🇷 How to use Use after cleansing and toning. Gently pat the serum into your skin to enhance absorption. Ingredients Key Ingredients Acetyl Hexapeptide-8) : Actively reduces wrinkles caused by repeated facial movements Marine Collagen : Combat the signs of aging Centella Asiatica/Houttuynia Cordata : Anti-inflammatory and healing. Niacinamide : Fades out fine lines and evens out skin tone. Ingredient Highlights Sulfate-Free Paraben-Free Mineral-Oil Free Silicone-Free Fragrance-Free","MIZON","Serums","MIZON, Serums",TRUE,Title,Default Title,MIZON-9008013279468,450,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/MIZON_Collagen_100_30ml.png?v=1766258876
nuse-nuse-mousse-care-cheek-handy-10g,"nuse Mousse Care Cheek Handy (10g)","Liquid blush with blurring effect that blends and hides skin imperfections. Nuse Mousse Care Cheek is a hydrating blush with a wide range of colors to complement any skin tone. It's feather-light gel texture applies effortlessly, creating a diffused finish that softens texture and discoloration while preserving your skin's natural radiance. With its buildable formula, you can increase the intensity without worrying about clumping or uneven application. Infused with ectoine and Black Cica Complex, this also acts as your skincare to actively soothe and plump skin while boosting moisture and elasticity. As a bonus, you can mix blush colors with shade 00 Up to soften and lighten a color or shade 99 to mute and darken the tone. Features Blurs pores, bumps and flaky skin Natural, buildable flush with no clumping Silky gel texture that blends effortlessly Smaller, travel friendly packaging Available in shades 00 and 99 to tone up or down your shades Vegan certified Skin Types All skin types Made In KOREA How to use Pump a small amount and blend onto palm Use remaining product on fingers to gently tap along cheeks and nose. Key Ingredients Black Cica Complex (Black Willow Tree extract, Cica, Centella Asiatica, 6-Cica Complex): skin calming effect and skin strengthening Ectoine: protect and retain moisture Vegan Cruelty Free Mineral Oil Free Paraben-Free","nuse","Makeup","nuse, Makeup",TRUE,Title,Default Title,NUSE-9098300457196,246,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/NuseMousseCareCheekHandy.png?v=1768320551
nuse-nuse-mousse-care-cheek-16ml,"nuse Mousse Care Cheek (16ml)","Liquid blush with blurring effect that blends and hides skin imperfections. Nuse Mousse Care Cheek is a hydrating blush with a wide range of colors to complement any skin tone. It's feather-light gel texture applies effortlessly, creating a diffused finish that softens texture and discoloration while preserving your skin's natural radiance. With its buildable formula, you can increase the intensity without worrying about clumping or uneven application. Infused with ectoine and Black Cica Complex, this also acts as your skincare to actively soothe and plump skin while boosting moisture and elasticity. Features Blurs pores, bumps and flaky skin Natural, buildable flush with no clumping Silky gel texture that blends effortlessly Vegan certified Skin Types All skin types Made In KOREA How to use Pump a small amount and blend onto palm Use remaining product on fingers to gently tap along cheeks and nose. Key Ingredients Black Cica Complex (Black Willow Tree extract, Cica, Centella Asiatica, 6-Cica Complex): skin calming effect and skin strengthening Ectoine: protect and retain moisture Ingredient Highlights Vegan Cruelty Free Mineral Oil Free Paraben-Free","nuse","Makeup","nuse, Makeup",TRUE,Title,Default Title,NUSE-9098301997292,360,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Nuse_Mousse_Care_Cheek_7fcbd099-1a60-4a2b-926f-75d68fcb3d34.png?v=1768276921
nuse-nuse-liquid-care-cheek-16ml,"nuse Liquid Care Cheek (16ml)","Moisturizing and glowy cream blush with skincare benefits. nuse Liquid Care Cheek merges radiant cheek color with advanced skincare. Infused with alpha-bisabolol to minimize melanin production and visibly reduce pigmentation, this liquid cheek simother leading brandsneously targets fine lines through adenosine-stimulated collagen synthesis. The signature cactus fruit cochineal complex—featuring 73% Opuntia Coccinellifera Fruit water essence and 11-layer hyaluronic acid—delivers intense, lasting hydration while calming skin irritation. Available in a variety of lively shades that are natural and buildable, this blush will give your complexion a healthy flush and glow while also caring for your skin. Features Hydrating and creamy liquid blush Clear, dewy finish with vibrant glow Water-oil emulsion texture for deep hydration and glow Brightens, moisturizes and prevents wrinkles Skin Types All skin types Made In KOREA How to use Dispense a small amount and tap gently onto cheeks Key Ingredients Cochineal Complex: deeply hydrate and maintain moisture Alpha-Bisabolol: reduce pigmentation Ingredient Highlights Cruelty Free Vegan Mineral Oil Free Paraben-Free Alcohol-Free Sulfate-Free","nuse","Makeup","nuse, Makeup",TRUE,Title,Default Title,NUSE-9098299801836,360,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Nuse_Liquid_Care_Cheek.png?v=1768337382
nuse-nuse-color-care-lip-balm-43g,"nuse Color Care Lip Balm (4.3g)","Hydrate and reduce fine lines with an oil balm in natural shades. nuse Color Care Lip Balm is enriched with ceramide and a potent blend of 11 hyaluronic acid types. This lightweight balm delivers intense hydration while strengthening your lip barrier to minimize fine lines. The opuntia coccinellifera fruit extract works synergistically to lock in moisture throughout the day. Hypoallergenic and cruelty-free, this nourishing balm glides on effortlessly without residue, making it the perfect addition to your daily beauty ritual. Features 50% naturally derived oils Smooth and lightweight texture Fills fine lines and strengthens skin barrier Natural healthy shades to complement complexion Skin Types All skin types Made In KOREA How to use Apply appropriate amount to lips Key Ingredients Ceramides: prevents moisture loss Cochineal Complex: locks in deep hydration Ingredient Highlights Cruelty Free Vegan Mineral Oil Free Paraben-Free Alcohol-Free Silicone-Free","nuse","Lip Care","nuse, Lip Care",TRUE,Title,Default Title,NUSE-9098217750764,303,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Nuse_color_care_balm.png?v=1768500974
nuse-nuse-mousse-liptual-45g,"nuse Mousse Liptual (4.5g)","Experience the excellence of nuse with the nuse Mousse Liptual (4.5g). This premium lip care is formulated with high-quality Korean skincare ingredients to deeply nourish and revitalize your complexion. Designed for those seeking a luxurious and effective lip care addition to their daily ritual.","nuse","Lip Care","nuse, Lip Care",TRUE,Title,Default Title,NUSE-9098216669420,341,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/NuseMousseLiptual.png?v=1768848376
nuse-nuse-care-liptual-45g,"nuse Care Liptual (4.5g)","Experience the excellence of nuse with the nuse Care Liptual (4.5g). This premium lip care is formulated with high-quality Korean skincare ingredients to deeply nourish and revitalize your complexion. Designed for those seeking a luxurious and effective lip care addition to their daily ritual.","nuse","Lip Care","nuse, Lip Care",TRUE,Title,Default Title,NUSE-9098203889900,341,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/NuseCareLiptual.png?v=1768851318
nuse-nuse-reju-lip-gloss-105g,"nuse Reju Lip Gloss (10.5g)","PDRN infused lip gloss for plump and hydrated lips. Nuse Reju Lip Gloss is expertly formulated with PDRN technology to transform dry, tired lips. This innovative gloss features moisture-rich capsules that melt into the lips, delivering intensive hydration while creating a coveted glass-like shine. The exclusive Reju Complex works to rejuvenate and smooth lip texture, keeping lips visibly fuller and more supple throughout the day. The precision round applicator ensures flawless, even coverage every time. Features PDRN infused lip gloss Hydrates and plumps lips deeply Dewy finish with natural colors Skin Types All skin types Made In KOREA How to use Use the applicator to apply one thin layer of product all over the lips. Ingredient Highlights Cruelty Free Mineral Oil Free Paraben-Free Alcohol-Free Silicone-Free","nuse","Lip Care","nuse, Lip Care",TRUE,Title,Default Title,NUSE-9098309370092,303,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Nuse_Reju_Lip_Gloss.png?v=1767800024
nuse-nuse-care-tone-up-handy-20ml,"nuse Care Tone-Up Handy (20ml)","Moisturizing, tone-up cream that feels like skincare. nuse Care Tone-Up Handy is a light, vegan skin tone-up cream that feels like skincare. It features moisturizing panthenol and nourishing Cochineallifera Complex while also providing broad SPF50+ PA+++ sun protection. Use alone or under makeup to brighten and even skin tone while also taking care of your skin. Features SPF 50+ PA+++ sun protection Vegan and hypoallergenic certified Moisturizes and strengthens skin barrier Brightens complexion and evens out skin tone Skin Types Suitable for all skin types, including sensitive skin Made In KOREA How to use Start with clean, moisturized skin. Apply a small amount of primer to your face and smooth it out evenly for the perfect make up base Once dry, start applying your make up Key Ingredients Niosome Panthenol : restore your skin with deep moisture, prevent dehydration while calming skin Cochineallifera Complex : nourishes skin and strengthens skin barrier Ingredient Highlights Vegan Mineral Oil Free Paraben-Free Alcohol-Free","nuse","Makeup","nuse, Makeup",TRUE,Title,Default Title,NUSE-9098308485356,341,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Nuse_Care_Tone-Up_Milk.png?v=1767718849
nuse-nuse-care-tone-up-30ml,"nuse Care Tone-Up (30ml)","Moisturizing, tone-up cream that feels like skincare. nuse Care Tone-Up Handy is a light, vegan skin tone-up cream that feels like skincare. It features moisturizing panthenol and nourishing Cochineal Complex while also providing broad SPF50+ PA++++ sun protection (for shade 01 and 02 only). Use alone or under makeup to brighten and even skin tone while also taking care of your skin. Shades: 01 Peach (PF 50+ PA++++): to correct dull complexion 02 Ivory (SPF 50+ PA++++): to correct pale skin tone 03 Mint (no SPF): to soothe blemishes and redness 04 Milk (no SPF): for any skin tone Features SPF 50+ PA+++ sun protection (Only shades 01 &amp; 02) Vegan and hypoallergenic certified Moisturizes and strengthens skin barrier Brightens complexion and evens out skin tone Skin Types Suitable for all skin types, including sensitive skin Made In KOREA How to use Start with clean, moisturized skin. Apply a small amount of primer to your face and smooth it out evenly for the perfect make up base Once dry, start applying your make up Key Ingredients Niosome Panthenol : restore your skin with deep moisture, prevent dehydration while calming skin Cochineallifera Complex : nourishes skin and strengthens skin barrier Ingredient Highlights Vegan Mineral Oil Free Paraben-Free Alcohol-Free","nuse","Makeup","nuse, Makeup",TRUE,Title,Default Title,NUSE-9098306683116,398,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Nuse_Care_Tone-Up_Peach.png?v=1767720705
off-relax-off-relax-spa-hair-mask-150g,"OFF & RELAX SPA Hair Mask (150g)","A Japanese hair mask developed with a focus on beautiful hair through caring for the scalp and hair. As a weekly addition to everyday haircare, this mask repairs damage from heat and colouring, making hair moist and glossy. For those who are worried about dry hair, split ends, and lack of gloss. I t contains hot spring water from 3 different locations in Japan. The mineral components contained in the hot spring water gently cleanse the scalp, focusing on scalp troubles. In addition, amino acids and domestic botanical essence are incorporated to achieve both hair repair and scalp care, resulting in a healthy scalp and beautiful hair. Moisturizes the scalp and leads to shiny and moist hair. The scent is an original pomegranate and cedar wood scent, wrapped in a mellow and luxurious perfume. Features Fragrance of pomegranate and cedar wood Contains hot spring water and amino acids Derivatives that moisturize the scalp and hair Repairs damage from heat and colouring, Hair Concern Dry Hair Damaged Hair Dry Scalp Split Ends Hair Type Recommended for normal to medium thick hair. Made In JAPAN 🇯🇵 How to use 1. After shampooing, lightly get rid of excess water by ringing out your hair. 2. Take an appropriate amount of product and apply it from the tips of the hair to the scalp. 3. Leave the product on for 2 - 3 minutes, then rinse with warm water. 4. Use 1 - 2 times a week. Ingredient highlights Paraben-Free Alcohol-Free Mineral Oil Free Sulfate-Free","OFF & RELAX","Hair Care","OFF & RELAX, Hair Care",TRUE,Title,Default Title,OFF&RELAX-7693727826156,45,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/OFF_RELAX_SPA_Hair_Mask_150g.png?v=1766301500
off-relax-off-relax-20-spa-treatment-fluffy-refresh-460ml,"OFF & RELAX 2.0 Spa Treatment Fluffy Refresh (460ml)","Renewed formula focusing on scalp health and lightweight, shiny volume. OFF &amp; RELAX 2.0 Spa Shampoo Fluffy Refresh is a renewal from its 2020 Refresh formulation to further enhance softness and volume . A curated blend of five premium hot spring waters—including new additions from Yugawara and Sakakibara—strengthens both cleansing and hydration while nurturing scalp health. With newly added Hokkaido-grown Job’s Tears (Coix seed) extract, this helps target scalp odor while also promoting a healthier scalp microbiome. The innovative See-Fly formula wraps each strand in weightless moisture and increases softness by 15-30% for airy, lightweight hair. Eco-conscious packaging reduces plastic by 64%, while tactile design ensures easy identification. Features Fragrance of Cassis &amp; Muguet Blend of Japanese hot spring waters Hydrates and nurtures hair and scalp health Promotes fluffy, light and soft hair Address scalp odor Hair Concern Flat Hair Made In JAPAN 🇯🇵 How to use 1. Wet your hair and scalp thoroughly. 2. Dispense about a dollar sized amount, and massage into the head. 3. Then rinse well. 4. Follow Up with the OFF &amp; RELAX 2.0 Spa Treatment Fluffy Refresh. Ingredient highlights Sulfate-Free Paraben-Free Sulfate-Free Mineral Oil Free","OFF & RELAX","Hair Care","OFF & RELAX, Hair Care",TRUE,Title,Default Title,OFF&RELAX-9060424909036,551,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Off_Relax_2.0_Fluffy_Refresh_Treatment.png?v=1762198112
off-relax-off-relax-20-spa-shampoo-fluffy-refresh-460ml,"OFF & RELAX 2.0 Spa Shampoo Fluffy Refresh (460ml)","Renewed formula focusing on scalp health and lightweight, shiny volume. OFF &amp; RELAX 2.0 Spa Shampoo Fluffy Refresh is a renewal from its 2020 Refresh formulation to further enhance softness and volume . A curated blend of five premium hot spring waters—including new additions from Yugawara and Sakakibara—strengthens both cleansing and hydration while nurturing scalp health. With newly added Hokkaido-grown Job’s Tears (Coix seed) extract, this helps target scalp odor while also promoting a healthier scalp microbiome. The innovative See-Fly formula wraps each strand in weightless moisture and increases softness by 15-30% for airy, lightweight hair. Eco-conscious packaging reduces plastic by 64%, while tactile design ensures easy identification. Features Fragrance of Cassis &amp; Muguet Blend of Japanese hot spring waters Hydrates and nurtures hair and scalp health Promotes fluffy, light and soft hair Address scalp odor Hair Concern Flat Hair Made In JAPAN 🇯🇵 How to use 1. Wet your hair and scalp thoroughly. 2. Dispense about a dollar sized amount, and massage into the head. 3. Then rinse well. 4. Follow Up with the OFF &amp; RELAX 2.0 Spa Treatment Fluffy Refresh. Ingredient highlights Sulfate-Free Paraben-Free Silicone-Free Sulfate-Free Mineral Oil Free","OFF & RELAX","Hair Care","OFF & RELAX, Hair Care",TRUE,Title,Default Title,OFF&RELAX-9060428513516,551,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Off_Relax_2.0_Fluffy_Refresh_Shampoo_4a97684d-e836-45a1-8f58-e12af0af9794.png?v=1765401633
off-relax-off-relax-20-spa-treatment-glossy-moisture-460ml,"OFF & RELAX 2.0 Spa Treatment Glossy Moisture (460ml)","Renewed formula focusing on scalp health and shiny moisture. OFF &amp; RELAX 2.0 Spa Treatment Glossy Moisture is a renewal from its 2020 Moisture formulation to el evate your hair care ritual with breakthrough technology. Enhanced hyaluronic acid and botanical essences deliver 48% greater moisture retention than the previous formula, transforming ordinary shine into luminous gloss. A curated blend of five premium hot spring waters—including new additions from Yugawara and Sakakibara—strengthens both cleansing and hydration while nurturing scalp health. T he formula also focuses on scalp-beautifying bacteria, protecting beneficial while washing away harmful ones, leading to a healthier scalp environment. The innovative See-Fly formula wraps each strand in weightless moisture. Eco-conscious packaging reduces plastic by 64%, while tactile design ensures easy identification. Indulge in an exquisite fragrance journey: opening notes of earl grey/black tea and peach, heart notes of rose and jasmine, finishing with sandalwood and vanilla warmth. Features Fragrance of earl gray and sandalwood Blend of Japanese hot spring waters Hydrates and nurtures hair and scalp health Greater moisture retention Hair Concern Dry Hair Dry Scalp Hair Type Recommended for normal to medium thick hair. Made In JAPAN 🇯🇵 How to use 1. After shampooing, lightly get rid of excess water by ringing out your hair. 2. Take an appropriate amount of product and apply it from the tips of the hair to the scalp. 3. Leave the product on for a few minutes, then rinse. Ingredients Ingredient highlights Sulfate-Free Paraben-Free Mineral Oil Free","OFF & RELAX","Hair Care","OFF & RELAX, Hair Care",TRUE,Title,Default Title,OFF&RELAX-9060421763308,551,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Off_Relax2.0GlossyMoistureTreatment.png?v=1762196536
off-relax-off-relax-20-spa-shampoo-glossy-moisture-460ml,"OFF & RELAX 2.0 Spa Shampoo Glossy Moisture (460ml)","Renewed formula focusing on scalp health and shiny moisture. OFF &amp; RELAX 2.0 Spa Shampoo Glossy Moisture is a renewal from its 2020 Moisture formulation to el evate your hair care ritual with breakthrough technology. Enhanced hyaluronic acid and botanical essences deliver 48% greater moisture retention than the previous formula, transforming ordinary shine into luminous gloss. A curated blend of five premium hot spring waters—including new additions from Yugawara and Sakakibara—strengthens both cleansing and hydration while nurturing scalp health. T he formula also focuses on scalp-beautifying bacteria, protecting beneficial while washing away harmful ones, leading to a healthier scalp environment. The innovative See-Fly formula wraps each strand in weightless moisture. Eco-conscious packaging reduces plastic by 64%, while tactile design ensures easy identification. Indulge in an exquisite fragrance journey: opening notes of earl grey/black tea and peach, heart notes of rose and jasmine, finishing with sandalwood and vanilla warmth. Features Fragrance of earl gray and sandalwood Blend of Japanese hot spring waters Hydrates and nurtures hair and scalp health Greater moisture retention Hair Concern Dry Hair Dry Scalp Hair Type Recommended for normal to medium thick hair. Made In JAPAN 🇯🇵 How to use 1. Wet your hair and scalp thoroughly. 2. Dispense about a dollar sized amount, and massage into the head. 3. Then rinse well. 4. Follow Up with the OFF &amp; RELAX 2.0 Spa Treatment Glossy Moisture. Ingredients Ingredient highlights Sulfate-Free Paraben-Free Silicone-Free Sulfate-Free Mineral Oil Free","OFF & RELAX","Hair Care","OFF & RELAX, Hair Care",TRUE,Title,Default Title,OFF&RELAX-9060414095596,551,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Off_Relax_2.0_Glossy_Moisture_Shampoo.png?v=1762196147
off-relax-off-relax-spa-shampoo-hair-treatment-lychee-rose-limited-set-2x460ml,"OFF & RELAX Spa Shampoo + Hair Treatment Lychee & Rose Limited Set (2x460ml)","A Japanese hair line with a refreshing summer lychee and rose scent. OFF &amp; RELAX Moisture Spa Hair Set, now in a limited-edition Lychee and Rose fragrance perfect for summer. This refreshing duo effectively cleanses away sweat and stickiness while awakening your senses. Featuring the unique See-Fly technology, it adds volume and lightness for beautifully bouncy hair. Enriched with moisture-locking hyaluronic acid and lychee peel extract, it nourishes and protects scalp and hair from UV damage. Gently caring for sensitive scalps, it combats bacteria that cause dandruff and itching, promoting a healthy, clean scalp. The uplifting lychee and elegant rose aroma transforms bath time into a soothing escape. Set includes: OFF &amp; RELAX Moisture Spa Shampoo Lychee &amp; Rose 460ml OFF &amp; RELAX Moisture Spa Treatment Lychee &amp; Rose 460ml OFF &amp; RELAX Hot Spring Water Silky Night Repair samples Features See-Fly formula adds natural volume and airy texture Protects from UV damage and moisturizes Cleanses and refreshes scalp from the summer heat Refreshing lychee and rose scent Spa-like experience with hot spring water from Izumo, Yubara, and the Alps Hair Concern Damaged Hair Oily Scalp Itchy Scalp Flat Hair Hair Type Recommended for all hair types Made In Japan 🇯🇵 How to use After wetting the hair and scalp thoroughly, take an appropriate amount and lather it into your hair before rinsing off. Then, take an appropriate amount of the treatment and apply it from the ends of the hair up. It is more effective if you wash it off after a few minutes before rinsing again. Ingredient highlights Sulfate-Free Paraben-Free Mineral Oil-Free Alcohol-Free","OFF & RELAX","Hair Care","OFF & RELAX, Hair Care",TRUE,Title,Default Title,OFF&RELAX-9024536641772,816,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/OFF_RELAX_Spa_Shampoo_Hair_Treatment_Lychee_Rose_Limited_Set_2x460ml.png?v=1771608285
off-relax-off-relax-spa-shampoo-hair-treatment-lemon-magnolia-limited-set-2x460ml,"OFF & RELAX Spa Shampoo + Hair Treatment Lemon & Magnolia Limited Set (2x460ml)","A Japanese hair line with a refreshing fragrance inspired by spring gardens. OFF &amp; RELAX Moisture Spa Hair Set now available in a new limited-edition refreshing Lemon &amp; Magnolia scent that transports you to a blooming garden. This shampoo and treatment pair, infused with hot spring water and botanical extracts, hydrates and repairs hair, leaving it soft, light, and full of vitality. The See-Fly formula enhances volume and texture, while magnolia flower extract mends damaged ends. Ideal for all hair types, it addresses dryness, damage, and flatness with gentle cleansing and intense moisture for silky, radiant locks. Set includes: OFF &amp; RELAX Moisture Spa Shampoo Lemon &amp; Magnolia 460ml OFF &amp; RELAX Moisture Spa Treatment Lemon &amp; Magnolia 460ml OFF &amp; RELAX Spa Treatment Samples Features See-Fly formula adds natural volume and airy texture Repairs damaged ends and locks in hydration Refreshing lemon &amp; magnolia fragrance Spa-like experience with hot spring water from Izumo, Yubara, and the Alps Hair Concern Damaged Hair Dry Hair/Scalp Flat Hair Hair Type Recommended for all hair types Made In Japan 🇯🇵 How to use After wetting the hair and scalp thoroughly, take an appropriate amount and lather it into your hair before rinsing off. Then, take an appropriate amount of the treatment and apply it from the ends of the hair up. It is more effective if you wash it off after a few minutes before rinsing again. Ingredient highlights Sulfate-Free Paraben-Free Mineral Oil-Free Alcohol-Free","OFF & RELAX","Hair Care","OFF & RELAX, Hair Care",TRUE,Title,Default Title,OFF&RELAX-9024536117484,892,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Product_Images_34_6a033655-8faa-43a7-9b38-f84973ce641a.png?v=1767921577
